,0,1,2,3,4
0,15924,Hook,"SummaryThis is a simple design: a hook. At the last moment I had an idea, I do not know if it's interesting, I do not know if it's a good design, but I wanted to share it because it may be useful for some people who do not have hands. Anyway I want to refine and improve it soon. I've updated the hook. Now the hook is having an opening to grab things thanks to a wing nut that presses. I put silicone on the hook for better grip, I'll upload a tutorial soon",45968,Sonia Verdu
0,15925,Easter Egg,"SummaryPaint it! More models: http://www.thingiverse.com/thing:747430InstructionsLayer height(mm): 0.2 botton/top, Shell thickness(mm): 0.8 Fill density%: 10 Print speed(mm/s): 50 Support : none I've printed pla 210º (c)",45968,Sonia Verdu
0,15926,Robot head,"SummaryMy son loves the movie "" Iron Giant"". He loves robots, that's the reason why I started modeling robots ... now I also love to me : P I have modeled this head ... inspiring me in "" Iron Giant"", it is for robot BeQui http://www.thingiverse.com/thing:701051",45968,Sonia Verdu
0,15927,"Robot woman ""Robotica""","SummaryHer name is Robotica. I do not know if my profession is to design, paint or modeling. But Robotica has a little bit of everything. Robotica is an articulated doll. The pieces are joined by elastic cords is all it takes to build once you have printed the pieces. (She wears the same system to steady my little robot http://www.thingiverse.com/thing:555242 ) You can see here as the doll is assembled: http://youtu.be/jnswThHyEy0 More of my artistic works here: http://www.soniaverdu.es/ Is time for giving and sharing, so ... I have shared this doll without rights to market, but if you are interested in selling it, you can write me, I will give you the authorization to do so you only have to donate 10% of sales price to a charity. I help this foundation http://www.hopesanddreams.org/ , or http://quissos.org but you can choose whether you prefer to help with that 10% to other foundations of your country or another in which you have confidence. That is my condition. If you do not want to sell her I hope you enjoy it !!! InstructionsYou can choose a head with eyes to print, or eyeless head (this can paint easily and move your eyes, you can hold them with some kind of clay) I recommend printing oh highest quality for good fitment. No need material support should be needed. The elastic cord that best fits the figurine is 3mm in diameter. Layer height(mm): 0.1 botton/top, Shell thickness(mm): 1.2 It is important for delicate parts of the hands and legs Fill density%: 15 Print speed(mm/s): 40 Interior Support : none . But brim is important as there are only some little spots touching the buildplate, in all except the feet piezs. I've printed pla 210º (c)",45968,Sonia Verdu
0,15928,Jointed Robot,"SummaryI like to create jointed figures. You can see my creations here: http://www.soniaverdu.es/p/bjd-art-doll.html I want to share this posable robot figurine with you. It features ball joints and some hinge-like joints. An elastic cord is used to secure the limbs and allow for positioning - no screws required! I hope you enjoy."" Here you can see how it moves: https://www.youtube.com/watch?v=bH3-T-4muZQ&feature=youtu.beInstructionsI recommend printing oh highest quality for good fitment. No need material support should be needed. Video on assembling the robot figurine with elastic cord: https://www.youtube.com/watch?v=-oG39NoSJGM&feature=youtu.be"" The elastic cord that best fits the robot is 3mm in diameter. In the video I use elastic cord 3mm diameter in neck/head and arms and legs thinner one, but the robot works best if you place one of 3mm in diameter and quite tight knots Layer height(mm): 0.1 botton/top, Shell thickness(mm): 1.2 It is important for delicate parts of the neck, arms and hands Fill density%: 20 Print speed(mm/s): 40 Support : none , but if you have trouble, you can choose ""platform adhesion "" I've printed pla 210º (c) Note: Be careful with the joint at the base of the neck and fingers, they often remain stuck in printing, and is difficult to get moving the joint",45968,Sonia Verdu
0,15929,Jointed robot,"SummaryI designed this little robot for my children. It is articulated by balls Is printed at once Measures: 11cm Hope you like, and if you print it, I love to see a pictureInstructionsOnce finished printing, you must turn your head and legs to put the correct position. See how it looks in my photographs.",45968,Sonia Verdu
0,15930,Pirate Coffer,"SummaryCoffer 11.5x9x9cm I have designed it to print the whole box at once, do not need support. hinge including",45968,Sonia Verdu
0,15931,decorative box,SummaryDesign this box for my little elves. No need support and is very resistantInstructionsFill density =0 none Support shell thickness 0.8,45968,Sonia Verdu
0,15932,Grid Case,SummarySmall box with grids and lid. I printed it with plaInstructionsI printed it too small to 6cm tall and had problems with the small cells of the wall. The photo that appears on the box is 6cm high. But I've managed to print without problems 9cm high giving more thickness to the cells. (sorry because my English is very poor) printed without support,45968,Sonia Verdu
0,15933,Christmas Ornaments for Kids to Paint,"We used Madesolid's clear PET.  Printed at 240.
Ornaments were designed with raised ridges for little hands to easily paint.  Turned the kids loose with glass paint to add color.",34824,timrsills
0,15934,Quanum DIY FPV Goggle- Gopro head strap adapter,"This is a way to use the Gopro head strap with the quanum V1  headset (much more secure  then what comes with the Quanum kit). I made this to be usable without having the modify the head strap, just unhook the back plate. Cut a hole to fit the mount (about 50mm x 3mm) on top  in the middle, about half an inch in. If you want, you can place one on each side for the side straps, although I just pushed the side strap into the slot after making in wider and put a wooden pin though the loop so it can't come back out.
Printed mine in ABS, 100% infill
The holes are so the glue grips tightly
I used a bunch of simple hot glue for mine, and I think it will be more then strong enough.",35956,thejosh108
0,15936,V Forks to Tong,"SummaryUseful tool for a small kitchen. Sorry for not posting a picture of the actual printing, mine came out a little nasty, although it works fine.",49116,buildforchrist
0,15937,Too simple low res gate valve for liquids and stuff,SummaryLow res printable gate valve. Glue the rings (better with ABS juice) and be careful not to glue the turning parts.,49116,buildforchrist
0,15938,Adjustable Tripod (spring loaded),"Please watch this video for more information and to see the design process: https://youtu.be/eYADRNSjYlU
This is an adjustable tripod that is designed to mount with this phone holder: https://pinshape.com/items/13427-3d-printed-spring-loaded-phone-holder
You'll need to print the base and 3 of the legs. I printed them at 0.3mm layer height using PLA on my Robo 3D. They should be fairly quick prints and shouldn't need any support material.
I use #8 screws that are a 1/2 inch long. I also used 3 1/4"" x 7/8"" extension springs. The springs just clip on to the legs to hold the wedge in place and the screws and bolts hold the leg to the base.",31002,ChaosCoreTech
0,15939,Night light,"A night light influenced by the Arts and Crafts movement - Frank Lloyd Wright and Charles Rennie Macintosh.  No support is needed and there are two variations of sides, which can be mixed.  The tabs on one side clip into the holes of the other to form a closed channel. This then rests on a base and a fanlight cover sits on top.  An LED tea light is used to provide illumination although there is an opening in the base to allow an electric cable to pass through for a small mains light.",49239,paulsroom
0,15941,Filament Spoolholder,"SummaryNeeded a simple spoolholder for filament bought from a supplier I usually don't buy from. As it turned out the spool where packed with filament to the degree that it didn't roll on my ordinary spoolholder with bearings in the bottom. OBS! The max width of the spool is 70mm. So the wider china spools won't fit.Print SettingsPrinter Brand: RepRapPrinter: Prusa i3Rafts: Doesn't MatterSupports: Doesn't MatterResolution: 0.2mmInfill: 15%Notes: It's pretty much obvious, Print 2xStand.STL 2xAssemblyarm.STL 4xAssemblyknob.STL 1xRollholder.STL Stands are printed in PLA and the rest in ABS. What I planned to do was glue the assemblyknobs to the assemblyarms after insertion with aceton. But it isn't necessary, it's tight enough. Clean the parts and grind with sandpaper if needed. Then knock it in all the way with a hammer or similar, Be carefull so you don't have to do a re-print. Now press the knob in from the other side with the wedged side inwards and you're set. You might have to grind the spoolholder a little extra to make it easier to change roll.",49181,Adde Strömberg
0,15942,Holdingclip for Printbed,"SummaryI've been using tape to hold my glass sheet onto the heated bed because I couldn't fit ordinary paperclips due to the tight design. And didn't want to hazzle with removing the ""handles"". Anyway, I had enough when the tape accidently came loose (mostly because i cheated when cleaning the glass wich led to warping and the nozzle crashed into the print, just lucky the glass didn't crash to the floor). Made a simple clip to hold the glass down. Designed for 5 mm height (my aluminium bed is 2mm and glass sheet 3mm.) But attached the solidworks file if you want to customize. EDIT: Uploaded a short version as well.Print SettingsPrinter Brand: RepRapPrinter: Prusa i3Rafts: Doesn't MatterSupports: Doesn't MatterResolution: 0.2mmInfill: 20%Notes: I used ABS. Won't need support if placed backside down.Post-PrintingHow I Designed ThisSolidworks render",49181,Adde Strömberg
0,15943,Photo studio background,"SummaryAlthough the original version by HiPaul is great, I've tried to simplify it further. I've made just two stands - one left and one right - with deep channels. Also as I use foamboard for other projects, I have incorporated features that allow the stands to slide onto 5mm thick foamboard. Of course it can be used on anything that's 5mm thick. I use foam sheet as the background which is soft enough to slide in without any tension. UPDATE: I have created a further centre support - with integral foamboard clip - that can be positioned anywhere between the two end stops, to give added support when a large background sheet is used. This centre support uses the same radius as the back radius on the end stops, so they are all in alignment with each other.Print SettingsRafts: Doesn't MatterSupports: NoResolution: normal settingInfill: 20%",49239,paulsroom
0,15944,pinball maze,"SummaryThis is designed for a 4mm diameter miniature marble or ball bearing. It measures 94mm outside diameter. It can scaled up to a larger ball if desired. I've printed it in ABS, but it should work in any other material.",49239,paulsroom
0,15947,egg tray,SummaryA simple egg tray for half-a-dozen eggs. The tray measures 150mm x 100mm with 1.5mm material thickness throughout. You can easily buy this or have the satisfaction of printing it yourself.,49239,paulsroom
0,15952,Mr Love cookie cutter and press,SummaryHeart shape biscuit cutter with Mr Love logo press.InstructionsYou need to have a stiff biscuit dough to press the words into. It may also be desirable to dust the press with flour to make it easier to prize off the dough. The heart shape can be cut first and then the words impressed. It doesn't really need to be guided by the cutter. I've added a variation of the original cutter/press by making one which produces an outline of the words. For this variation the heart cutter and word press are part of the same model.,49239,paulsroom
0,15953,seagull placque,"SummaryYou've heard of flying geese across the sitting room wall, well I live on the coast so I've created a seagull. It can be glued or screwed to the wall, or anything else that uses it for decoration. At the moment it is limited to the size of the printer bed and ultimately I intend to split it and provide integral joining pegs. You will need to scale it to fit the printer bed and rotate it to fit diagonally across the wings, to get the largest print.",49239,paulsroom
0,15954,Foamboard clips,"SummaryA set of three variations of retaining clips designed to fit 5mm thick foamboard in model-making, by holding sections in position after applying glue (PVA) and waiting for it to set. They can also be used to hold the sections together without glue in order to check that everything is right in the model. The clips are very small and the walls are just 1mm thick and each is 10mm high. The retaining part in each that holds the foamboard is 15mm long. A combination of all three clips should cover all junctions in a model. UPDATE: I have added a spacer clip which is an open ended clip to fit along the length of two foamboard sheets. It is not strictly a corner junction, but is designed to hold long sheets together at any position along its length thus enabling fixing without gluing. Ideally it is suitable for open box constructions for exhibitions. It creates a gap of 1mm but this is barely noticeable. UPDATE: I have now added a small version of the centre spacer which becomes part of the three variation clips. It is possible to build a box from foamboard with a corner clip and a spacer_small clip, without any glue. There will be a space of 1mm being the wall thickness of the clips, but the box construction still works.",49239,paulsroom
0,15955,Cardboard box close clip,"SummaryThis may seem like almost a no design because of its simplicity, but it is fully functional. I re-use the cardboard packaging boxes that come with the many things I order online. They're usually quite strong and are ideal for keeping stuff like pencils, craft hand-tools, and other small stuff. But as I access the contents frequently, I don't want to have to seal the box every time, to avoid the flaps from remaining open. So I have created this closure clip which slides in between the two longest flaps and holds the box closed without sealing it. The bigger or longer the box, the more clips can be used.InstructionsThe 4mm clip will accept up to 3,5mm thick card and the 7mm clip will accept up to 6.5mm thick card. Just print it and then slide into position. I recommend using at least two clips to close the box.",49239,paulsroom
0,15956,NebHolder,"SummaryNebHolder: Many very young children on ventilator support use in-line nebulizer support. These nebulizers are not held to the face, instead are inlined through the ventilator tubing port. The Nebulizers unfortunately come with support for hand held/mask supply - which makes business sense since majority of the users are of that age group. However for infants who are scared already of all the medical equipment, a little bit of a distraction is useful. Further, trying to keep these nebulizers stable with a kicking and active child is even more hard. Hence.. the Nebulizer Holder :). This uses the Utils/Nutjob (http://www.thingiverse.com/thing:193647) nut_6x9.stl embedded into the carraige and needs a washer and an additional nut_6x9.stl jack to hold things together. TBD: I wish i had changed the smokestack to be a little wider to fit in the tip of the neb tube when changing, but it can be stuck up in the carriage way as well. I also think this design can be modified with a small motor and AA battery holder in carraige way to give periodic shake to the neb cup to help the meds move along. This print also requires support (unfortunately for the open carraige...) i used 15% for support, 20% infill. Overall, please be careful NOT to pinch the tubing when Neb is pushed in. Also Available here: (including the freeCAD files): https://github.com/nmenon/3DPrints/tree/master/Sushruta/NebHolderPrint SettingsPrinter Brand: LulzBotPrinter: MiniRafts: Doesn't MatterSupports: YesInfill: 20%Notes: I used Lines support of 15% to ensure I can cleanup inside the carraige way. NOTE: the carraigeway and the roof looks a little disconnected - that is unintentional, but helps to keep the carraigeway a little flexible. I used HIPS for the train/nebholder, ABS for wheels and support stand.",44889,Nishanth Menon
0,15957,Black Star Pony,This character is based series from Little Pony toy for a Christmas gift or something :)on commission for a friend,28106,XeratDragons
0,15958,Topologic 8,Another figure more done with software TopMod.,37365,Esanjuan
0,15959,Bridge support for train,Another support bridge.,32584,Fallout
0,15960,Drumstick Holder for YAMAHA DTX450K,print it with 0.1 layer hight you need 1 m3 countersunk bolt 20 mm + nut use suport material for holes,35436,valdow_valdowb
0,15961,SKOLL and HATI belt buckle,"Basic belt buckle design with SKOLL and HATI motif.
I included a blank insert and buckle for anyone who wants to make their own design.
I recommend a top layer of 1.5 mm minimum.",20942,atarka
0,15962,Pencil Holder,this is a pencil holder that can carry up to 17 pencils (that would depend on how big you print it),47849,ernstar
0,15963,micro fpv camera case,"Made to fit the horizon hobby micro fpv camera and add protection ageist crashes.
Installation is very easy simply unscrew the lens and insert the body in to the case then screw the lens back on. then use a small rubber band to secure the back.
Note: the lens hole may need a small amount of plastic shaved off depending on the printers accuracy.
if you wish to get it for free just visit http://www.thingiverse.com/thing:1236664 and leave a like, thanks!",27173,Morgan Hawkins
0,15964,Simple CNC mill v2,"This is a very simple model of a CNC milling machine.  I created it in order to play around with printer settings with various dovetailed joints that need to fit together snugly, yet also slide.  The milling table has simulated T-slots and coolant draining passages, and a chip/coolant tray on the main body.  
This print should require zero support or raft, as I've included built-in supports for printing.  This is the second version of this file, updated with much better part tolerances than the first version.
The PDF file explains my print settings and gives a little bit of insights as to how everything goes together.
My print came out fairly decent... however, my slicing engine added a thin layer of material across the Y-axis dovetail joint on the main body.  I had to remove that material, then the carriage slid right into place.  The milling head fits just tight enough to remain in position wherever you want it, yet moves up and down quite nicely.  The milling table is a bit looser than I wanted, but it does move quite nice. Enjoy!",42442,clint_campbell
0,15965,Merry Christmas,"a little model to wish you all a Merry Xmas !!!
you can see a turntable of the model here : https://youtu.be/u6zgtzNgE9E
easy print, no support needed, 0.15-0.20mm layer height, 10% infill, 2 perimeters",14957,fantasygraph
0,15966,SD Card Locker,"SummaryThis is my very first attempt at a 3D model. I couldn't find a locker that would hold my SD cards the way I wanted so I made this. It should print on a small printer like the M3D which is the one I have. I haven't printed it yet, but I believe that it should be printed at a minimum of medium quality and medium fill. I don't know if printing in PLA or ABS will affect the print. The tolerances on the lid are very tight so minimal trimming may be necessary for the posts to fit into the sockets properly. If I could find them, I would take some material off the post and glue a couple of 10mm neodymium magnets in the sockets and on the ends of the posts to hold the lid and base together for a more secure closure. This model was designed with Tinkercad.",49428,clagettville
0,15967,Seaside Cottage 2050,"SummarySeaside Cottage 2050 imagines the beach lifestyle of the future. A fusion of new and old, the design takes cues from primitive stilt houses and combines with the functionality of oil rigs. Seaside Cottage 2050 maintains the exclusivity and value of historical beach real estate by building up above the waves. On the surface, Seaside Cottage 2050, is a quaint retreat that embraces simplicity of form and function. An ample lawn provides room for sun bathing and picnics in the ocean breeze while a single chimney ensures year-round comfort during even the most extreme fluctuations in weather patterns. Below, the tower structure keeps the cottage high above even a 5 meter sea level rise with headroom to handle even the largest storm surges. The large water tank like reservoir beneath the structure provides ample storage for the vast supply of materials needed to maintain the modern lifestyle above. Seaside Cottage 2050 celebrates the ability of humanity to adapt to change without being burdened with concern over underlying causes.Post-PrintingDesigned to be printed in 3 parts and then assembled.",48931,DesignMakeTeach
0,15968,Skyscraper Selfie,"SummaryThe ultimate expression of ego and self-promotion, the Skyscraper Selfie serves as a modern monument to the world’s very richest inhabitants. The Skyscraper Selfie transforms the city skyline into an urban Mount Rushmore paying homage to the most powerful. A shadow silhouette plays across the city, showing the reach and power of the builder. Each floor of the structure consists of a single corner office with no compromises made for the rest of the inhabitants that must deal with the odd spaces created by the building shape.",48931,DesignMakeTeach
0,15969,Ramen Tower 1,"SummaryRamen Tower 1 remixes a scan of a pack of dried ramen noodles by artist Tom Burtonwood. A scan of a common food item is stretched and distorted to form a complex and organic structure hovering over the surrounding landscape. Reminiscent of a large termite tower, the form suggests a modern green building design. Or, perhaps the structure is a windowless building whose carefully shaped surfaces ensure electronic privacy, preventing eavesdropping on the inhabitants of a security organization. The base of Ramen Tower 1 is a simple rectangular solid to ease the transition for those approaching the alien structure. Maintaining the proportions of a traditional structure, large scale 3D printing allows the outer skin of the tower to take on strange new shapes.",48931,DesignMakeTeach
0,15970,PiStation1 - RaspberryPi 2 Case,"Give your Retropie gaming console a unique styling with this PS1 inspired case.
Print this with a layer thickness of 0.1mm and 20% infill.
Enjoy!",39045,guvrnor
0,15971,Apollonian gasket jewel,"This jewel, that can be used as earring or pendant is based on the Apollonian gasket. It is a fractal generated from triples of circles, where each circle is tangent to the other two. It is named after Greek mathematician Apollonius of Perga.",20997,FSR3D
0,15973,SO-239 Housing,"SO-239 usually come as a wall mount connector.
I needed one for my rg-58.",49473,Gil Lianni
0,15974,Cube 2,"Cube measuring about 50 x 50 x 50 mm. TopMod modeling software.
Approximate average quality printing: 2 hours and 20 minutes.",37365,Esanjuan
0,15975,Axial SCX-10 Rear Bed and Fuel Cell,This is a rear chassis brace/bumper. It's styled to look more like the bed of a truck for those that run a half cab. It also includes a fuel cell that you can glue in place or screw in place. The fuel cells are two sizes - Small and a hollow large one that can fit your receiver. You decide which one you want. You will need to print the bed with supports for the portion that slips inside the rails. There is also a crosmember with mounting holse should you wish to loose the shock hoops and inboard with some smaller shocks.,10489,Adam @ Spare Time Hobbies
0,15976,Flat-Earth map,"This is a Flat Earth model based on a flat-earth map found online.
Image file converted to .svg with picsvg, then imported in autodesk Fusion360 as a sketch, then extruded each area (water at 2mm and land areas at 10mm). Created a outer perimeter, combined and exported the .stl.
www.picsvg.com is a very handy site, especially if you're using black and white or line art images.",23597,CAM-Source 3D
0,15977,Axial SCX-10 Honcho Front Fender,These are front fenders specifically for the Axial Honcho Body.,10489,Adam @ Spare Time Hobbies
0,15978,ThankYou,"SummaryThis is designed around http://www.lowes.com/pd_569190-78036-FL038_0__?productId=50210191 (FrogLeggs 8-Lumen LED Freestanding Battery Flashlight) for the simple reason that when I was wandering around in Lowes and I saw the flashlight, the idea of this occurred :). This was my first experiment with Tinkercad. Feel free to edit it online at https://www.tinkercad.com/things/99iSkbeNNVj Designed originally as a single piece solution, I split the voronoi sphere from the base. I used taulman3d.com/t-glase-features.html ( https://www.lulzbot.com/store/filament/t-glase ) for the sphere -> NOTE: t-glase material is pretty strong - I was able to print the sphere without support or brim. The ""Thank you base"" was printed with HIPS https://www.lulzbot.com/store/filament/hips-esunPrint SettingsPrinter Brand: LulzBotPrinter: MiniRafts: NoSupports: YesInfill: 10%Notes: The print at least for a Novice like me was hard. a few mis-steps like https://plus.google.com/+NishanthMenon/posts/G1v5QAwrZq9 did take place before getting the first right print. Supports and T-Glase is just plain hard to clear up (at least for me). So I just used minimal brim (in lulzbot) and no support for the sphere. Since I used HIPS, I used support just for the base (primarily the for the ""T"" in Thank you).",44889,Nishanth Menon
0,15979,DJI FC40 Camera Holder Body,"DJI FC40 camera holder as spare part...
The frame si available here: https://pinshape.com/items/14745-3d-printed-dji-phantom-fc40-camera-holder-frame
Enjoy!",29808,ondřej_meissler
0,15980,BeerBath,"Due to popular request I now present the counterpart to the WineBath - The BeerBath.  Sized to take a standard pint glass, but can also (as you can see from the photos) comfortably accommodate a bottle or a can too, this can also sucker to the side of your bath or shower for those times when you just can't be without yer pint.  Needless to say it'll also stick to windows or other flat surfaces too.  You'll need to find four suction cups (you can get them, again, from places like Amazon or eBay for a very small sum) which you will need to push into the apertures on the mounting and for preference glue them in there too just to make sure.  I had to make this one in two separate parts because for some reason my printer wigged out when I tried to print it as one; you can glue the cup into the holder or you can just push it in (it's a tight fit, purposely), it's entirely up to you.  Get it down yer!",27248,EnterpriseXD
0,15981,Alien Goblet,SummaryGoblet from Alien world...,49679,DachowArt
0,15982,Axe of Gotrek,SummaryAxe of trollslayer Gotrek Gurnisson from Warhammer novels,49679,DachowArt
0,15983,Gotrek Gurnisson,from Warhammer novels,49679,DachowArt
0,15984,Laptop holder,"Vertical Laptop stand, built for a laptop with a thickness of 23mm but can be modified, very sturdy for its size. Great for creating more space on your  desk! I printed it with the high speed low quality settings on my printer and it still came out very strong and durable.",47841,evan wilkoski
0,15985,18650 Case,SummaryTired of printing threads that doesn't always fit...Designed this slip lid case that uses a Ball Nose Plunger for a latch (McMaster-Carr #3408A104). I've already printed this unit and made modifcations so that the lid is a slip fit...still waiting on Ball Nose plunger to arrive. If there is a fit issue I will modify to resolve issues.Print SettingsPrinter: Turnigy - Fabrikator - 3D PrinterRafts: NoSupports: NoResolution: 0.15mmInfill: 20%Notes: 1.75mm PLA 218C 35mm/s Speed 0.4mm Nozzle 1.2mm Shell 1.5mm Top and Bottom 70C Bed Temp Elemers - Disappearing Purple Glue Stick with a quick squirt of Hair Spray. 6.25hr Print,49706,Patrick Newson
0,15986,Mouse House,"SummaryWhile working on my CNC Router Table, I have a tendency to drop my mouse. I designed this Mouse House to keep it from falling onto the floor.",49706,Patrick Newson
0,15987,Paint Mixer,"SummaryI'd been looking for a paint mixer that I could use with threaded rod, this concept is designed to be tapped for 5/16-18 bolt.",49706,Patrick Newson
0,15988,Automotive Dash Switch Plate,"This plate fits the hole left by the stereo on a 1980 Mustang (it may fit others or can be modified). This will be my master control panel face for the auxiliary switches. This car is being modified for Drag Racing and will no longer need the radio but needs extra switches for main power, fuel pump, cooling fan, etc. I have 2 different types of switches as noted by the two hole sizes.",49684,phinstr
0,15989,Tabletop game tokens and markers,"Tokens and  markers for the game Scrap World. Find all the rules and a playtest version of the game at: http://makergames.net/scrap-world/
Set on the war torn planet of Terram, Scrap World is a fast-paced skirmish game for 2-4 players that plays in about an hour. It offers a unique blend of customization, resource management, tactical strategy, and luck.
Each player commands a small team of archaic battlesuits left behind after the Great House Wars. Players will fight to defend their people and bring honor to their clans.",29320,nathansmind
0,15990,Apple Watch dock,My first try to make an object,40162,renė_van hugten
0,15991,Odd Squad phone badge,Summary9/13/2015 --- I have updated the file and have the clip separate from the badge base to make it easier to print. I have also added little tabs that should secure the phone closed. I have also attached the solidworks file for you guys if you want to edit it. I couldn't find a badge that was close to the one in the show so I made one for my kids. Now I share with the world. it is not perfect but works fine. haha i need to change the last name..,49744,carlos_pozo
0,15992,TARDIS tie clip,Summaryhere is a remix of the Tardis PIN created by cymon (http://www.thingiverse.com/thing:33748) I just added some tie clip features. I have added a little break away tab for the clip support material.InstructionsI scaled it up 200% to print it the right size. I used ABS with 10% infill on a Makerbot replicator 2X,49744,carlos_pozo
0,15993,Kitchen Sponge Holder set,SummaryMy wife made me do this! excuse my ghetto looking spongeInstructionsI used a Replicator 2X with 40% infill and 1 layer. the screws are supposed to be #6 pan heads,49744,carlos_pozo
0,15994,Star Fox Arwing,"Summary*UPDATE* I have printed finally the Arwing scaled 200% and it dies look way better, I still have some problems with the pods but overall it works. Check the pictures with the Lego figures I tried to print the arwing as is and it is too small. you could pull it off if u are using solvable support. or just scale it up I am trying to recreate an Arwing. I am almost done, It might not look the same as the game but it is my spin with my limit artistic capabilities. this is a work in progress. Once I get the model done I will print it an post pictures. If some one wants to help with the model feel free to contact me.",49744,carlos_pozo
0,15995,Simple Bookmark with pen holder,Summaryit is a simple bookmarkInstructions100% infill on a makerbot replicator without support,49744,carlos_pozo
0,15996,XBOX ONE Kinect wall mount,SummaryI need it for my kinect..I used a 1/2-24 hex screw that is why the spacer,49744,carlos_pozo
0,15997,Dual Extrusion CTR pendant,SummaryChoose the right.....,49744,carlos_pozo
0,15998,Child safety Door latch,"SummaryIt was late one night and our kid was driving us crazy with the kitchen cabinet doors... I have removed the block, that was to install a baby gate on my stairs. I have attached a picture (I apologize I am art challenged). This latch uses the existing framework on the cabinets. I will design a block that you can install if no frame is present.",49744,carlos_pozo
0,15999,Axelay,SummaryFrom one of my favorite SNES video games,49744,carlos_pozo
0,16000,Tablet/Phone Collapsible stand,"SummaryPrint two of these and you have s sturdy tablet stand. you can change angles on it as well.InstructionsI used ABS with 1 layer and 100% infill. also you will need 1/8 drill rod to connect the hole contraption. use a 1/8"" drill to make the holes a little bit rounded an bur free.",49744,carlos_pozo
0,16001,Race for the Galaxy card holder,"SummaryThis card holder was design so the players of race for the galaxy put their phase selection card player stick on one of the slots. then, when the phase is over or when the player is done with the phase they remove the stick. Also I added a VP chip holder. I have added a card holder without the stick parts and some modification so it doesnt consume a lot of plastic.InstructionsI used makerbot 2X it took 7 hours on 3 layers and .20 thickness. my setting where 220C for extruder and 110C for the plate because I used ABS. the player stick takes 5 min to print",49744,carlos_pozo
0,16002,Race for the galaxy card holder,Summaryit is tricky to pick up the card when they lay on a shinny surface so I made this o make it easier,49744,carlos_pozo
0,16003,Race for the Galaxy score tracker,"SummaryUPDATE I have updated the base file to add a little tab so the counter paper doesn't come out We love race for the galaxy and this will ad some competitiveness to the game, because now you can see your oponent score and plan accordingly.InstructionsI printed this out on a Replicator 2X medium quality with 3 layers, One of the edges curled up so I printed the base so the edge where the sliders go in is on the non curl side. I can't figure out how to print this without having one side curl up. it is usually the right side looking into the makerbot. but despite the curl it works great. NEVER MIND, I FINALLY GOT TO PRINT A GOOD ONE!!! I USED RUBBING ALOCHOL TO CLEAN UP AND PREHEATED THE PLATE AND LET IT HEAT UP FO HALF HOUR.",49744,carlos_pozo
0,16004,Transformers Prime: Optimus Prime hand cannons,SummaryI disliked with a passion the weapons prime came with so I decided to make my own. The cannon just slips on the hands.InstructionsI printed this out med resolution in ABS with extruder at 220C,49744,carlos_pozo
0,16005,Spool holder for Prusa i3,"A first draft of a spool holder for a steel Prusa i3 (or any Prusa with a 6 mm frame). You'll need to print 2 each of the wheels and washers. In addition you'll need two 608Z bearings (22x7 mm, 8 mm hole), an 8 mm threaded rod and two M8 locking nuts. ",49746,HSBallina
0,16006,Filament guide for Prusa i3,Simple filament guide for a steel Prusa i3 (or any Prusa with a 6 mm frame). Also check out my spool holder for Prusa i3.,49746,HSBallina
0,16007,Test cylinders,Two test cylinder and ring pairs. Cylinders are 9.8 mm and 9.9 mm. Ring inners diameters are 10.1 mm and 10.2 mm. Use for testing accuracy.,49746,HSBallina
0,16008,Prusa i3 Y axis belt tensioner,"Y axis belt tensioner for Prusa i3. Needs two 624Z (13x5 mm) bearings and two M4x25 screws. Preferably use a nyloc nut for the tension screw.
Note: for some reason it gets exported to STL on the side so rotate it 90 degrees before printing.",49746,HSBallina
0,16009,Prusa i3 Z axis top ends,My take on Z axis top ends for the Prusa i3 for using with 8 mm lead screws and 608ZZ (22 mm) bearings. Still a work in progress,49746,HSBallina
0,16010,"Y2000 Mini Camera ""Gopro like"" Holder","""Gopro like"" holder for mini cam Y2000 compatible.",29808,ondřej_meissler
0,16011,Lumia 950 XL to Vixen LV eyepiece afocal adapter.,"An afocal adapter for the Lumia 950xl and Vixen LV 2"" eyepieces. The back plate gives full access to the screen and buttons of the phone. Different front plates can adapt to different configurations (barlows, 1 1/4"" eyepieces, microscopes, etc...). Printed on a Dremel  3D idea builder with standard settings at 215C",47473,pierre_vandevenne
0,16012,Incense extinguisher,"Print material: ABS
Print time: 11 minutes
Print speed: 40mm/s
Infill density: 30%
Height: 0.2 mm",27599,Milena Bojović
0,16013,Dremel Attachment,"Simple grinding attachment for Dremel.
I need to grind some pins and tubes so they have as much perpendicular ends as possible.
This simple tool helps to support my freehand grinding.
The mounting face is printed separately because it is stronger with such layers orientation.
Just glue the pieces together.",18168,Karlosek
0,16014,AG Thumbstick extender for PS4,"We are serious gamers that need better accuracy and faster response! My personal biggest problem with the stock caps are:
- your thumbs slip on the large surface (so you lose precision)
- the sticks are too short
Designed, tested and played to improve your FPS aim and accuracy. These caps are 6mm taller and has a textured pad so your thumbs don't slip.
Let's face it, the stock PS4 thumbsticks were designed for the needs of an average of all age groups. Kids play it and adults play it... These are designed by a gamer FOR gamers.
----------------------------------
FREE VERSION for my design is ALWAYS available at http://www.thingiverse.com/thing:1241139
The Pinshape version is ONLY available for people wanting to contribute back to the design.  Every little bit helps, and is greatly appreciated.",31785,Antigravity Racing
